0.99999994,0.77359533,0.59641963,0.721854,0.6134832,0.68393636,0.6025842,0.81546116,0.609993,0.7493411,0.5875589,0.74342763,0.54665625,0.54243046,0.5781529,0.6599848,0.6470286,0.64393663,0.5808356,0.6330474,0.7622935,0.6559161,0.7237388,0.76351374,0.85763127,0.57403374,0.64607644,0.7325573,0.57507217,0.6506444,0.6025392,0.8283752,0.80709815,0.77016973,0.67926323,0.7458858,0.6411656,0.63287055,0.59723806,0.6489867,0.79463786,0.5600204,0.6092211,0.5962782,0.60415107,0.7320322,0.6911031,0.5987667,0.7344789,0.6688397,0.59821033,0.6624912,0.7246096,0.5836854,0.53479165,0.6610897,0.67037797,0.6023061,0.67517954,0.6439741,0.75381666,0.6615952,0.82588845,0.67979646,0.6477566,0.699818,0.5781795,0.6231987,0.65308607,0.6420564,0.7620377,0.7516712,0.7003468,0.7811297,0.5657908,0.7015302,0.6169653
0.77359533,1.0,0.61506015,0.6833511,0.6491784,0.6459658,0.64797276,0.71379113,0.60909516,0.7324927,0.6529549,0.77743155,0.57380855,0.6531798,0.6370248,0.6759927,0.6289505,0.6537025,0.6010934,0.5506933,0.73613054,0.5912919,0.7752977,0.8141931,0.7958356,0.5973053,0.5788435,0.66825557,0.6483328,0.7185211,0.6346811,0.8354206,0.76928335,0.7870405,0.7364348,0.8200123,0.69184226,0.6061018,0.65588826,0.59302735,0.7424071,0.6316976,0.61538416,0.5749928,0.5171232,0.64358336,0.70387256,0.64245045,0.7472119,0.64691436,0.6627052,0.70961344,0.7173457,0.67903495,0.56181014,0.6562304,0.6160466,0.6244533,0.7174324,0.68926,0.75439614,0.6067433,0.78887796,0.71004254,0.6059897,0.784968,0.5576371,0.60355455,0.60662204,0.6384134,0.75751436,0.8022371,0.66807246,0.73448944,0.6320749,0.7143934,0.6443639
0.59641963,0.61506015,1.0,0.77927804,0.62271625,0.62226385,0.7667536,0.5883491,0.5806446,0.59501964,0.7089485,0.6037186,0.574234,0.56155926,0.5878431,0.6545114,0.5813206,0.60554916,0.61954,0.63212836,0.6489533,0.59678364,0.705311,0.6091546,0.60657954,0.6151214,0.61928034,0.612773,0.57605565,0.53116155,0.53712183,0.5830441,0.6121849,0.60482824,0.57556206,0.6068669,0.5828435,0.6222681,0.5844198,0.6044446,0.60235834,0.5877504,0.6388818,0.6098826,0.5577763,0.59765273,0.646379,0.57730323,0.55016345,0.6576468,0.5491728,0.7084154,0.6531955,0.6799575,0.54440975,0.69489706,0.65891325,0.5987017,0.66145086,0.58459646,0.6167322,0.6413377,0.59278816,0.59168756,0.7992176,0.59220386,0.5601483,0.6121379,0.63184226,0.8598562,0.6094257,0.5678766,0.67653656,0.62071383,0.64994717,0.5495826,0.6113192
0.721854,0.6833511,0.77927804,0.9999999,0.6904328,0.6570864,0.6925313,0.67985415,0.5962436,0.8220587,0.637373,0.7988128,0.5699079,0.57043695,0.69056207,0.73662007,0.5732317,0.6809138,0.5604502,0.8177357,0.8322778,0.74716586,0.73102474,0.70189244,0.7207271,0.6196795,0.7204737,0.8730415,0.559149,0.5850288,0.6711146,0.67272615,0.69521,0.682806,0.6615292,0.7937019,0.61368155,0.79897076,0.67943054,0.7299633,0.7491506,0.65435344,0.68531567,0.7090219,0.68806505,0.83772594,0.65395343,0.6164544,0.676082,0.78453255,0.5807044,0.6789973,0.8281983,0.63194704,0.62216985,0.77034587,0.69951403,0.74294496,0.6992539,0.57278687,0.7227067,0.6927959,0.70369047,0.76743823,0.9186096,0.6908391,0.68431777,0.73902214,0.78180665,0.8122725,0.7542917,0.66379035,0.7675785,0.7204156,0.65648055,0.58380884,0.55982995
0.6134832,0.6491784,0.62271625,0.6904328,1.0,0.6680902,0.631649,0.6221073,0.606815,0.6168366,0.5804956,0.66045415,0.57893795,0.60416776,0.57854855,0.7795395,0.65736645,0.6231056,0.6983677,0.66569364,0.789513,0.61475885,0.6725677,0.63958216,0.6182792,0.6367375,0.68231034,0.64513445,0.6867981,0.625813,0.58868665,0.6449332,0.6404588,0.7018085,0.6952313,0.6845123,0.61934906,0.65104467,0.59473664,0.6528219,0.6987164,0.60208446,0.6680494,0.6114965,0.60145754,0.6770059,0.65989804,0.6103424,0.61089855,0.7844458,0.6572676,0.62552834,0.7062484,0.6231092,0.65158486,0.7606245,0.65013015,0.5863204,0.68928975,0.6773003,0.66907364,0.69110894,0.6747532,0.5997894,0.6405258,0.6590063,0.57508785,0.6650673,0.6413084,0.73112524,0.7451004,0.6571855,0.765504,0.6552688,0.60777557,0.6281258,0.54959065
0.68393636,0.6459658,0.62226385,0.6570864,0.6680902,1.0,0.68599653,0.67359704,0.64333194,0.6633399,0.6073612,0.71465605,0.60164666,0.5967974,0.59788585,0.7519504,0.7617457,0.6425978,0.6364176,0.7114364,0.6924522,0.6804393,0.7412231,0.67424,0.71116567,0.57913965,0.8016639,0.6936569,0.6448405,0.6584374,0.64650214,0.7112722,0.70170915,0.67084503,0.6621871,0.65083355,0.6355711,0.6871878,0.64295936,0.8151648,0.8426212,0.6273724,0.7365763,0.62558126,0.715319,0.6912399,0.80227596,0.6353227,0.6551389,0.63166296,0.7293199,0.63148195,0.71683717,0.60170823,0.6430419,0.645472,0.78483987,0.5991839,0.7544573,0.6281054,0.7424143,0.80979073,0.6887629,0.6239711,0.7364879,0.69132006,0.6022514,0.7847183,0.8148609,0.6361295,0.7220132,0.7115193,0.8426032,0.7457713,0.619652,0.6788424,0.6084004
0.6025842,0.64797276,0.7667536,0.6925313,0.631649,0.68599653,1.0,0.5886863,0.60315084,0.6407137,0.6228635,0.63788605,0.55616087,0.5887109,0.62795836,0.70579654,0.5802997,0.59411407,0.5850523,0.60978234,0.66371286,0.5771997,0.8538566,0.6457571,0.69456863,0.6117809,0.63703763,0.65201706,0.5954412,0.62911785,0.60821044,0.6310162,0.6383679,0.61371994,0.6262776,0.67044175,0.7125555,0.65008765,0.62947965,0.6433516,0.66145474,0.5900505,0.6764658,0.58238053,0.60556465,0.6096827,0.651115,0.57418,0.58169353,0.6061342,0.6462111,0.6444941,0.6812447,0.6650146,0.5871967,0.6589037,0.6801675,0.60524577,0.70119107,0.6284285,0.63902724,0.67134213,0.61207104,0.642268,0.6906715,0.658171,0.5692495,0.6615847,0.67486775,0.70067626,0.66415673,0.64714587,0.6866319,0.6277316,0.6076337,0.6357955,0.739885
0.81546116,0.71379113,0.5883491,0.67985415,0.6221073,0.67359704,0.5886863,1.0,0.6102378,0.68633157,0.5644832,0.6885997,0.6047478,0.5535392,0.57086974,0.62025404,0.6766923,0.6213564,0.63008666,0.6353646,0.7087354,0.62740576,0.69472456,0.7198825,0.7291837,0.56306905,0.6378852,0.6740286,0.5643036,0.60150564,0.60306334,0.73828506,0.69319344,0.7362741,0.68881357,0.7098503,0.58287215,0.6205341,0.58482593,0.56812835,0.77248704,0.5629611,0.5882027,0.527696,0.6024403,0.65472186,0.67037493,0.5567571,0.6541716,0.61255103,0.6295322,0.6861361,0.6718985,0.5477483,0.53810734,0.61981267,0.63408023,0.5923313,0.58816206,0.65626574,0.69843113,0.6212942,0.77755094,0.65030843,0.62031585,0.67518204,0.6038757,0.60523266,0.6093536,0.60910994,0.71497715,0.6601738,0.65889657,0.73964864,0.540917,0.6215276,0.5638272
0.609993,0.60909516,0.5806446,0.5962436,0.606815,0.64333194,0.60315084,0.6102378,1.0,0.5946115,0.59869087,0.6143972,0.57061416,0.59999454,0.58736736,0.7226809,0.78477514,0.6193444,0.7355059,0.5622323,0.61167413,0.52953243,0.62389314,0.6396947,0.63319516,0.80299515,0.6191157,0.5616699,0.65771306,0.6080114,0.5662801,0.6211638,0.5971851,0.71762913,0.6018742,0.60855275,0.69185257,0.5240916,0.6463382,0.58654964,0.64117193,0.590978,0.61026376,0.5307711,0.5412368,0.56452626,0.625742,0.61361885,0.61109096,0.6044116,0.5763734,0.6497663,0.6138196,0.7126618,0.5207941,0.5800512,0.5922216,0.56704986,0.6627443,0.7674395,0.6714049,0.67815703,0.59528685,0.5850224,0.6083971,0.6543242,0.7334087,0.6221189,0.5624373,0.607396,0.7236282,0.72468716,0.6285505,0.60364956,0.63299024,0.6182271,0.5693729
0.7493411,0.7324927,0.59501964,0.8220587,0.6168366,0.6633399,0.6407137,0.68633157,0.5946115,0.99999994,0.58746815,0.8576832,0.5599457,0.6829341,0.83088875,0.6412981,0.6137231,0.690728,0.5695297,0.6644108,0.7379661,0.76431566,0.69633293,0.7371808,0.76547456,0.5879988,0.73021644,0.9103929,0.5814256,0.6478591,0.76639646,0.7419503,0.71365446,0.6802794,0.7207048,0.84846723,0.67792904,0.7996713,0.75217617,0.7329687,0.7496431,0.7070508,0.6560415,0.71554196,0.72608995,0.82474625,0.6581239,0.6518208,0.71457183,0.64875853,0.6087199,0.6208724,0.76798254,0.6065925,0.6586243,0.64052474,0.6011673,0.7850315,0.643449,0.6030528,0.73733735,0.604895,0.75634253,0.9411383,0.7390556,0.7289977,0.7384528,0.7665262,0.8017473,0.6243129,0.7130275,0.745229,0.67602026,0.7449538,0.611523,0.6545552,0.551008
