0.9999997,0.52490443,0.61781347,0.5375423,0.59402025,0.5444226,0.6635662,0.78751636,0.5560483,0.5355161,0.5942526,0.5409703,0.6590524,0.5910646,0.6168548,0.5348138,0.5905117
0.52490443,1.0,0.54182506,0.8302794,0.73172826,0.76944596,0.6344378,0.55369616,0.7616427,0.8621542,0.59956837,0.76133025,0.6572509,0.8054129,0.60011846,0.8418975,0.71543026
0.61781347,0.54182506,1.0,0.5709195,0.5998524,0.60329056,0.59340715,0.60092825,0.5460651,0.5628074,0.56128687,0.5675547,0.55822927,0.5803799,0.5221793,0.57013726,0.5883417
0.5375423,0.8302794,0.5709195,1.0,0.7998314,0.842005,0.58597994,0.55045813,0.75542426,0.94168526,0.57232577,0.78672844,0.6550962,0.88147545,0.52958083,0.9923562,0.6829569
0.59402025,0.73172826,0.5998524,0.7998314,0.9999999,0.6895647,0.6014057,0.5822077,0.63706654,0.76753473,0.65105975,0.67028165,0.6963146,0.71023285,0.60098374,0.8109338,0.8736303
0.5444226,0.76944596,0.60329056,0.842005,0.6895647,1.0,0.5960805,0.5531117,0.86614865,0.8432872,0.5912227,0.8061694,0.7007738,0.85907906,0.5434383,0.8197401,0.68321496
0.6635662,0.6344378,0.59340715,0.58597994,0.6014057,0.5960805,1.0,0.6452999,0.5738735,0.6058036,0.59877366,0.58221614,0.6488232,0.62921596,0.65670985,0.5870038,0.62387854
0.78751636,0.55369616,0.60092825,0.55045813,0.5822077,0.5531117,0.6452999,1.0,0.5526498,0.5719713,0.6033165,0.55912703,0.629583,0.5614874,0.6570792,0.5513542,0.60646653
0.5560483,0.7616427,0.5460651,0.75542426,0.63706654,0.86614865,0.5738735,0.5526498,1.0,0.7896521,0.5495662,0.75546676,0.61995673,0.7822611,0.555714,0.7350961,0.69276905
0.5355161,0.8621542,0.5628074,0.94168526,0.76753473,0.8432872,0.6058036,0.5719713,0.7896521,1.0,0.55962867,0.8039774,0.6314531,0.86655873,0.5547682,0.94100726,0.71449727
0.5942526,0.59956837,0.56128687,0.57232577,0.65105975,0.5912227,0.59877366,0.6033165,0.5495662,0.55962867,1.0,0.5358405,0.6331314,0.55678594,0.5868262,0.58201665,0.6445803
0.5409703,0.76133025,0.5675547,0.78672844,0.67028165,0.8061694,0.58221614,0.55912703,0.75546676,0.8039774,0.5358405,0.99999994,0.6167056,0.80299973,0.60833067,0.77363276,0.6621988
0.6590524,0.6572509,0.55822927,0.6550962,0.6963146,0.7007738,0.6488232,0.629583,0.61995673,0.6314531,0.6331314,0.6167056,1.0,0.7258134,0.6055268,0.65524554,0.67872155
0.5910646,0.8054129,0.5803799,0.88147545,0.71023285,0.85907906,0.62921596,0.5614874,0.7822611,0.86655873,0.55678594,0.80299973,0.7258134,0.9999998,0.552745,0.8689909,0.67674
0.6168548,0.60011846,0.5221793,0.52958083,0.60098374,0.5434383,0.65670985,0.6570792,0.555714,0.5547682,0.5868262,0.60833067,0.6055268,0.552745,0.9999997,0.54048556,0.58466613
0.5348138,0.8418975,0.57013726,0.9923562,0.8109338,0.8197401,0.5870038,0.5513542,0.7350961,0.94100726,0.58201665,0.77363276,0.65524554,0.8689909,0.54048556,1.0,0.6837307
0.5905117,0.71543026,0.5883417,0.6829569,0.8736303,0.68321496,0.62387854,0.60646653,0.69276905,0.71449727,0.6445803,0.6621988,0.67872155,0.67674,0.58466613,0.6837307,1.0
