1.0,0.82581824,0.76206315,0.8441071,0.69280607,0.79249936,0.6140934,0.80614066,0.80344415,0.76111424,0.7554955
0.82581824,1.0,0.6194149,0.698429,0.85090125,0.6019356,0.749828,0.64423645,0.65474975,0.5958898,0.58972293
0.76206315,0.6194149,1.0,0.7319683,0.598387,0.74256796,0.808215,0.78417677,0.7560255,0.8049582,0.82217264
0.8441071,0.698429,0.7319683,1.0,0.8264878,0.79109156,0.60499036,0.80361617,0.8064691,0.73009455,0.7696041
0.69280607,0.85090125,0.598387,0.8264878,0.99999994,0.60685444,0.73849607,0.6488512,0.66305435,0.5808238,0.60931545
0.79249936,0.6019356,0.74256796,0.79109156,0.60685444,1.0,0.58318293,0.7725512,0.75855994,0.76798284,0.8182504
0.6140934,0.749828,0.808215,0.60499036,0.73849607,0.58318293,1.0,0.63721967,0.59383637,0.5980491,0.6712173
0.80614066,0.64423645,0.78417677,0.80361617,0.6488512,0.7725512,0.63721967,1.0,0.7428707,0.7424339,0.75903916
0.80344415,0.65474975,0.7560255,0.8064691,0.66305435,0.75855994,0.59383637,0.7428707,1.0,0.7820778,0.7646344
0.76111424,0.5958898,0.8049582,0.73009455,0.5808238,0.76798284,0.5980491,0.7424339,0.7820778,0.9999999,0.7487476
0.7554955,0.58972293,0.82217264,0.7696041,0.60931545,0.8182504,0.6712173,0.75903916,0.7646344,0.7487476,1.0
